unique_id,timestamp,pred,proba,query,model_version,model_name,runtime
1bda34e6-a376-4cd2-80e9-aeb8f77edebf,2023-05-03 00:57:43,7,0.9999784,['Hi'],1.1,bert,0:00:00.646
0d162657-5e4a-4522-8f07-f0fafa05edd2,2023-05-03 01:02:03,18,0.9432395,['Thank you'],1.1,bert,0:00:00.215
63620fda-66aa-4416-8549-def3f147c595,2023-05-03 01:14:54,7,0.9999784,['Hi'],1.1,bert,0:00:00.680
695e3d31-f49a-47f8-a944-255d2c859c8e,2023-05-03 01:22:41,7,0.9999784,['Hi'],1.1,bert,0:00:00.528
48e63e78-faaa-4033-866a-875fa654b3d5,2023-05-03 01:44:20,7,0.9999784,['Hi'],1.1,bert,0:00:01.457
5851ed93-64ef-4d63-b3df-c2dcc5c29bb0,2023-05-03 01:44:38,7,0.99980026,['Hello'],1.1,bert,0:00:00.235
8d3c8747-0b8d-4f7e-9a41-0e141017a1ac,2023-05-03 02:05:35,7,0.9999784,['Hi'],1.1,bert,0:00:00.615
40487d29-cc58-45d5-8623-4d9454484fd0,2023-05-03 02:05:41,18,0.9968912,['thanks'],1.1,bert,0:00:00.251
96f55e09-3779-46aa-b929-6f840222a7d7,2023-05-03 05:34:44,8,0.99917287,['this is Adam'],1.1,bert,0:00:00.608
